age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
25,,"Jun 9, 2000",221,21,30,12370,Morocco,OGC Nice,"1,75 m","€10.00m Jun 3, 2025",Sofiane Diop,0,0,Left Winger,https://www.transfermarkt.com/sofiane-diop/profil/spieler/569389,38,8,6,"1,663'"
28,,"Jan 7, 1997",371,22,20,27432,Republic,OGC Nice,"1,85 m","€8.00m Jun 3, 2025",Pablo Rosario,2,0,Defensive Midfield,https://www.transfermarkt.com/pablo-rosario/profil/spieler/370791,35,1,4,"2,296'"
28,,"Dec 28, 1996",329,38,21,18967,France,OGC Nice,"1,81 m","€7.00m Jun 3, 2025",Tanguy Ndombélé,7,0,Central Midfield,https://www.transfermarkt.com/tanguy-ndombele/profil/spieler/450936,25,2,2,"1,407'"
30,,"Aug 18, 1994",374,42,50,26297,France,OGC Nice,"1,80 m","€5.00m Jun 3, 2025",Morgan Sanson,10,2,Central Midfield,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,6,-,3,234'
25,,"Sep 23, 1999",217,16,14,14798,Algeria,OGC Nice,"1,75 m","€15.00m Jun 3, 2025",Hicham Boudaoui,19,0,Central Midfield,https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,36,4,2,"2,884'"
20,Classico,"Dec 8, 2004",108,11,16,5553,Algeria,OGC Nice,"1,77 m","€7.00m Jun 3, 2025",Badredine Bouanani,5,0,Right Winger,https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242,37,3,5,"1,813'"
20,Wasserman,"Nov 20, 2004",211,38,162,11698,Germany,OGC Nice,"1,79 m","€10.00m Jun 3, 2025",Youssoufa Moukoko,15,13,Centre-Forward,https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720,22,3,2,816'
26,,"May 25, 1999",198,12,83,14242,Nigeria,OGC Nice,"1,88 m","€15.00m Jun 3, 2025",Terem Moffi,,,Centre-Forward,https://www.transfermarkt.com/terem-moffi/profil/spieler/538874,5,-,1,53'
21,Sparka Management,"Jan 19, 2004",151,12,13,6558,France,OGC Nice,"1,82 m","€15.00m Jun 3, 2025",Mohamed-Ali Cho,7,0,Right Winger,https://www.transfermarkt.com/mohamed-ali-cho/profil/spieler/670847,35,4,5,"1,968'"
31,Sport Cover,"Apr 25, 1994",322,33,,29148,France,Stade Rennais,"1,87 m","€12.00m Jun 3, 2025",Brice Samba,3,0,Goalkeeper,https://www.transfermarkt.com/brice-samba/profil/spieler/191056,35,,,"3,150'"
25,HD,"Nov 2, 1999",213,5,8,17381,France,Stade Rennais,"1,86 m","€10.00m Jun 3, 2025",Lilian Brassier,5,0,Centre-Back,https://www.transfermarkt.com/lilian-brassier/profil/spieler/485960,26,1,1,"2,016'"
22,FutureBall,"Oct 29, 2002",132,10,,11649,Türkiye,Stade Rennais,"1,92 m","€1.50m Jun 3, 2025",Doğan Alemdar,2,0,Goalkeeper,https://www.transfermarkt.com/dogan-alemdar/profil/spieler/576033,3,,,270'
31,,"May 3, 1994",437,48,137,31172,France,OGC Nice,"1,81 m","€6.00m Jun 3, 2025",Gaëtan Laborde,5,0,Centre-Forward,https://www.transfermarkt.com/gaetan-laborde/profil/spieler/181378,36,5,11,"2,330'"
40,,"Mar 28, 1985",797,25,,71352,France,Stade Rennais,"1,87 m","€500k Jun 3, 2025",Steve Mandanda,35,0,Goalkeeper,https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951,18,,,"1,486'"
32,Kemari,"Apr 23, 1993",222,20,,19840,France,Stade Rennais,"1,87 m","€800k Jun 3, 2025",Gauthier Gallon,,,Goalkeeper,https://www.transfermarkt.com/gauthier-gallon/profil/spieler/193256,2,,,135'
19,,"Jan 14, 2006",5,,,48,Nigeria,OGC Nice,"1,94 m","€400k Jun 3, 2025",Victor Orakpo,,,Centre-Forward,https://www.transfermarkt.com/victor-orakpo/profil/spieler/1231401,5,-,-,48'
20,Niagara Sports ...,"Jul 14, 2004",61,1,5,4975,Senegal,Stade Rennais,"1,83 m","€6.00m Jun 3, 2025",Mikayil Faye,1,1,Centre-Back,https://www.transfermarkt.com/mikayil-faye/profil/spieler/666974,12,-,-,779'
25,,"Jun 4, 2000",125,3,,8517,Ghana,Stade Rennais,"1,73 m","€9.00m Jun 3, 2025",Alidu Seidu,15,0,Centre-Back,https://www.transfermarkt.com/alidu-seidu/profil/spieler/798404,11,-,-,807'
19,One Team Football,"Jul 13, 2005",78,3,7,6238,France,Stade Rennais,"1,90 m","€10.00m Jun 3, 2025",Jérémy Jacquet,2,0,Centre-Back,https://www.transfermarkt.com/jeremy-jacquet/profil/spieler/1004301,29,2,2,"2,479'"
19,,"Jun 28, 2005",31,,3,1378,Cameroon,Stade Rennais,"1,76 m","€800k Jun 3, 2025",Mahamadou Nagida,2,0,Left-Back,https://www.transfermarkt.com/mahamadou-nagida/profil/spieler/1176345,17,-,2,681'
23,CAA Stellar,"Nov 20, 2001",212,23,10,14593,France,Stade Rennais,"1,76 m","€15.00m Jun 3, 2025",Adrien Truffert,,,Left-Back,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539,35,2,3,"2,927'"
23,Sport Cover,"Sep 18, 2001",103,3,6,7501,Cameroon,Stade Rennais,"1,91 m","€6.00m Jun 3, 2025",Christopher Wooh,21,2,Centre-Back,https://www.transfermarkt.com/christopher-wooh/profil/spieler/572326,21,-,-,"1,531'"
25,,"Jun 22, 2000",155,16,12,10122,France,Stade Rennais,"1,81 m","€9.00m Jun 3, 2025",Lorenz Assignon,,,Right-Back,https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969,34,5,4,"2,535'"
27,,"Apr 28, 1998",271,11,3,20332,Netherlands,Stade Rennais,"1,73 m","€8.00m Jun 3, 2025",Azor Matusiwa,,,Defensive Midfield,https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145,31,4,1,"2,258'"
30,Sport Cover,"May 7, 1995",397,36,52,29926,d'Ivoire,Stade Rennais,"1,85 m","€10.00m Jun 3, 2025",Seko Fofana,22,7,Central Midfield,https://www.transfermarkt.com/seko-fofana/profil/spieler/182893,32,1,1,"1,993'"
20,Unique Sports Group,"Jul 2, 2004",143,3,12,7599,Wales,Stade Rennais,"1,82 m","€8.00m Jun 3, 2025",Jordan James,20,0,Central Midfield,https://www.transfermarkt.com/jordan-james/profil/spieler/667517,25,1,1,"1,351'"
21,,"Jan 31, 2004",98,7,16,7671,France,Stade Rennais,"1,88 m","€8.00m Jun 3, 2025",Djaoui Cissé,3,2,Central Midfield,https://www.transfermarkt.com/djaoui-cisse/profil/spieler/931160,22,-,1,"1,695'"
23,Axia Sports ...,"Jun 16, 2002",117,10,10,6834,Canada,Stade Rennais,"1,88 m","€9.00m Jun 3, 2025",Ismaël Koné,30,3,Central Midfield,https://www.transfermarkt.com/ismael-kone/profil/spieler/921655,22,1,2,852'
20,,"Feb 2, 2005",76,2,20,5056,Belgium,Stade Rennais,"1,69 m","€1.50m Jun 3, 2025",Ayanda Sishuba,10,3,Attacking Midfield,https://www.transfermarkt.com/ayanda-sishuba/profil/spieler/977877,3,-,-,119'
27,Sport Cover,"Dec 31, 1997",357,39,65,24598,France,Stade Rennais,"1,80 m","€18.00m Jun 3, 2025",Ludovic Blas,14,1,Right Winger,https://www.transfermarkt.com/ludovic-blas/profil/spieler/288225,31,9,6,"2,466'"
28,,"Jun 10, 1997",228,24,37,16593,Jordan,Stade Rennais,"1,78 m","€6.00m Jun 3, 2025",Mousa Tamari,70,21,Right Winger,https://www.transfermarkt.com/mousa-tamari/profil/spieler/551505,27,1,3,"1,776'"
23,,"Mar 29, 2002",128,6,9,6786,France,Stade Rennais,"1,83 m","€3.50m Jun 3, 2025",Naouirou Ahamada,3,1,Central Midfield,https://www.transfermarkt.com/naouirou-ahamada/profil/spieler/538971,6,-,-,161'
22,,"Jan 2, 2003",190,20,40,11455,Belgium,Stade Rennais,"1,78 m","€5.00m Jun 3, 2025",Kazeem Olaigbe,13,4,Left Winger,https://www.transfermarkt.com/kazeem-olaigbe/profil/spieler/565406,41,3,8,"1,868'"
27,LEFT Sports,"Dec 10, 1997",174,9,,15530,Brazil,Olympique Lyon,"1,97 m","€10.00m Jun 3, 2025",Lucas Perri,,,Goalkeeper,https://www.transfermarkt.com/lucas-perri/profil/spieler/352041,45,,,"4,080'"
23,,"Jan 20, 2002",221,25,101,14679,France,Stade Rennais,"1,75 m","€22.00m Jun 3, 2025",Arnaud Kalimuendo,4,2,Centre-Forward,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,34,4,18,"2,681'"
28,,"Jun 25, 1996",169,10,,15033,France,Olympique Lyon,"1,96 m","€1.20m Jun 3, 2025",Rémy Descamps,0,0,Goalkeeper,https://www.transfermarkt.com/remy-descamps/profil/spieler/282028,4,,,360'
21,,"Mar 30, 2004",96,3,48,6946,Mali,Stade Rennais,"1,82 m","€100k Jun 3, 2025",Wilson Samaké,3,1,Centre-Forward,https://www.transfermarkt.com/wilson-samake/profil/spieler/910192,13,1,3,807'
30,,"Jan 20, 1995",353,55,151,25640,Japan,Stade Rennais,"1,70 m","€9.00m Jun 3, 2025",Kyogo Furuhashi,23,5,Centre-Forward,https://www.transfermarkt.com/kyogo-furuhashi/profil/spieler/489463,38,4,12,"2,146'"
22,Wasserman,"Sep 12, 2002",143,21,31,8419,Colombia,Stade Rennais,"1,71 m","€4.00m Jun 3, 2025",Carlos Andrés Gómez,4,2,Right Winger,https://www.transfermarkt.com/carlos-andres-gomez/profil/spieler/957461,19,-,3,393'
17,,"Oct 11, 2007",56,1,20,3745,France,Stade Rennais,"1,92 m","€5.00m Jun 3, 2025",Mohamed Kader Meïté,3,0,Centre-Forward,https://www.transfermarkt.com/mohamed-kader-meite/profil/spieler/1141560,30,-,14,"1,874'"
22,,"Nov 11, 2002",23,,,2015,Mali,Olymp. Lyon B,"1,90 m","€50k Jun 3, 2025",Lassine Diarra,0,0,Goalkeeper,https://www.transfermarkt.com/lassine-diarra/profil/spieler/1071430,5,,,450'
25,ADM Esporte,"May 27, 2000",234,21,7,17130,Brazil,Olympique Lyon,"1,81 m","€7.00m Jun 3, 2025",Abner,4,0,Left-Back,https://www.transfermarkt.com/abner/profil/spieler/646402,27,1,2,"1,627'"
32,,"Nov 7, 1992",460,35,9,34286,Angola,Olympique Lyon,"1,80 m","€3.50m Jun 3, 2025",Clinton Mata,12,0,Centre-Back,https://www.transfermarkt.com/clinton-mata/profil/spieler/187718,40,4,-,"3,278'"
29,CAA Stellar,"Mar 8, 1996",331,9,11,27643,Senegal,Olympique Lyon,"1,90 m","€15.00m Jun 3, 2025",Moussa Niakhaté,12,0,Centre-Back,https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200,42,-,-,"3,657'"
25,,"Apr 23, 2000",124,2,2,10370,Comoros,Olympique Lyon,"1,88 m","€3.00m Jun 3, 2025",Warmed Omari,6,0,Centre-Back,https://www.transfermarkt.com/warmed-omari/profil/spieler/711996,4,-,-,277'
28,ROOF,"Sep 17, 1996",388,11,15,32553,Croatia,Olympique Lyon,"1,93 m","€7.00m Jun 3, 2025",Duje Caleta-Car,33,1,Centre-Back,https://www.transfermarkt.com/duje-caleta-car/profil/spieler/238266,28,1,1,"2,198'"
27,Tier One,"Aug 29, 1997",361,32,12,24063,England,Olympique Lyon,"1,80 m","€12.00m Jun 3, 2025",Ainsley Maitland-Niles,5,0,Right-Back,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,44,7,1,"3,000'"
23,,"Sep 24, 2001",178,6,12,11413,States,Olympique Lyon,"1,88 m","€6.00m Jun 3, 2025",Tanner Tessmann,8,0,Defensive Midfield,https://www.transfermarkt.com/tanner-tessmann/profil/spieler/670096,35,-,1,"1,840'"
20,,"Mar 26, 2005",96,6,1,6498,France,Olympique Lyon,"1,75 m","€7.00m Jun 3, 2025",Saël Kumbedi,6,0,Right-Back,https://www.transfermarkt.com/sael-kumbedi/profil/spieler/951579,19,-,-,"1,195'"
27,,"Dec 20, 1997",129,6,4,7645,d'Ivoire,Olympique Lyon,"1,81 m","€800k Jun 3, 2025",Paul Akouokou,,,Defensive Midfield,https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,5,-,-,125'
32,CAA Stellar,"Aug 31, 1992",478,40,30,39718,Argentina,Olympique Lyon,"1,71 m","€6.00m Jun 3, 2025",Nicolás Tagliafico,70,1,Left-Back,https://www.transfermarkt.com/nicolas-tagliafico/profil/spieler/131225,33,3,5,"2,652'"
30,,"Aug 3, 1994",388,45,63,26775,France,Olympique Lyon,"1,81 m","€12.00m Jun 3, 2025",Corentin Tolisso,28,2,Central Midfield,https://www.transfermarkt.com/corentin-tolisso/profil/spieler/190393,46,9,10,"3,347'"
24,VV Consulting,"Oct 31, 2000",195,28,99,14228,Georgia,Olympique Lyon,"1,76 m","€22.00m Jun 3, 2025",Georges Mikautadze,37,20,Centre-Forward,https://www.transfermarkt.com/georges-mikautadze/profil/spieler/729814,47,11,17,"2,189'"
32,VV Consulting,"Mar 1, 1993",557,64,68,42380,France,Olympique Lyon,"1,77 m","€4.00m Jun 3, 2025",Jordan Veretout,6,0,Central Midfield,https://www.transfermarkt.com/jordan-veretout/profil/spieler/164771,38,1,2,"2,122'"
34,,"May 28, 1991",597,90,272,42118,France,Olympique Lyon,"1,75 m","€6.00m Jun 3, 2025",Alexandre Lacazette,3,2,Centre-Forward,https://www.transfermarkt.com/alexandre-lacazette/profil/spieler/93720,42,3,19,"2,706'"
19,,"Apr 11, 2006",27,,,1916,Leone,Lens,"1,95 m","€6.00m Jun 3, 2025",Juma Bah,2,0,Centre-Back,https://www.transfermarkt.com/juma-bah/profil/spieler/1121298,24,-,-,"1,729'"
17,,"Sep 18, 2007",27,2,7,1763,France,Olymp. Lyon B,,"€100k Jun 3, 2025",Enzo Molebe,8,3,Centre-Forward,https://www.transfermarkt.com/enzo-molebe/profil/spieler/1106860,15,2,3,"1,040'"
26,,"May 28, 1999",202,11,9,17199,Argentina,Lens,"1,84 m","€25.00m Jun 3, 2025",Facundo Medina,7,0,Centre-Back,https://www.transfermarkt.com/facundo-medina/profil/spieler/474800,31,1,-,"2,659'"
37,,"May 24, 1988",210,7,,18655,Slovenia,Lens,"1,86 m","€100k Jun 3, 2025",Denis Petric,1,0,Goalkeeper,https://www.transfermarkt.com/denis-petric/profil/spieler/28356,-,,,0'
26,,"Jan 23, 1999",221,3,5,16855,France,Lens,"1,83 m","€5.00m Jun 3, 2025",Malang Sarr,6,0,Centre-Back,https://www.transfermarkt.com/malang-sarr/profil/spieler/344596,23,-,-,"1,454'"
33,,"Apr 8, 1992",468,20,,42360,Australia,Lens,"1,84 m","€2.50m Jun 3, 2025",Mathew Ryan,96,0,Goalkeeper,https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969,15,,,"1,350'"
28,,"Oct 16, 1996",187,18,,16759,Faso,Lens,"1,86 m","€1.20m Jun 3, 2025",Hervé Koffi,,,Goalkeeper,https://www.transfermarkt.com/herve-koffi/profil/spieler/415383,8,,,720'
31,Wasserman,"Sep 2, 1993",323,28,15,24524,Colombia,Lens,"1,80 m","€3.00m Jun 3, 2025",Deiver Machado,11,0,Left-Back,https://www.transfermarkt.com/deiver-machado/profil/spieler/332560,30,4,1,"2,056'"
32,,"Nov 24, 1992",358,8,3,30696,France,Lens,"1,80 m","€4.00m Jun 3, 2025",Jonathan Gradit,,,Centre-Back,https://www.transfermarkt.com/jonathan-gradit/profil/spieler/126557,27,-,-,"2,293'"
21,DUKASO SPORTS,"Nov 14, 2003",69,3,5,3974,Nigeria,Lens,"1,79 m","€1.80m Jun 3, 2025",Hamzat Ojediran,0,0,Defensive Midfield,https://www.transfermarkt.com/hamzat-ojediran/profil/spieler/718312,23,-,2,886'
23,,"Apr 25, 2002",146,6,11,8362,Ecuador,Lens,"1,82 m","€3.50m Jun 3, 2025",Jhoanner Chávez,6,0,Left-Back,https://www.transfermarkt.com/jhoanner-chavez/profil/spieler/713787,13,-,1,620'
18,,"Jul 17, 2006",101,2,6,8528,Bosnia-Herzegovina,Lens,"1,92 m","€1.80m Jun 3, 2025",Nidal Celik,5,0,Centre-Back,https://www.transfermarkt.com/nidal-celik/profil/spieler/819566,22,2,-,"1,911'"
32,One Team Football,"Apr 26, 1993",335,28,7,25674,France,Lens,"1,72 m","€3.50m Jun 3, 2025",Ruben Aguilar,1,0,Right-Back,https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746,16,3,1,"1,129'"
31,One Team Football,"Dec 10, 1993",417,53,64,29515,France,Lens,"1,75 m","€5.00m Jun 3, 2025",Adrien Thomasson,,,Attacking Midfield,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,36,7,3,"2,894'"
32,,"Jun 23, 1992",375,9,2,27384,Senegal,Lens,"1,68 m","€1.80m Jun 3, 2025",Nampalys Mendy,32,0,Defensive Midfield,https://www.transfermarkt.com/nampalys-mendy/profil/spieler/111051,11,1,-,591'
23,,"Jul 2, 2001",130,8,17,9185,Morocco,Lens,"1,85 m","€15.00m Jun 3, 2025",Neil El Aynaoui,1,0,Central Midfield,https://www.transfermarkt.com/neil-el-aynaoui/profil/spieler/901019,26,1,8,"1,722'"
22,,"May 17, 2003",144,12,6,9156,France,Lens,"1,87 m","€15.00m Jun 3, 2025",Andy Diouf,9,0,Central Midfield,https://www.transfermarkt.com/andy-diouf/profil/spieler/711976,37,2,1,"2,504'"
28,,"Aug 20, 1996",350,24,42,22451,France,Lens,"1,82 m","€5.00m Jun 3, 2025",Angelo Fulgini,3,0,Attacking Midfield,https://www.transfermarkt.com/angelo-fulgini/profil/spieler/250013,25,1,1,"1,137'"
28,,"Aug 18, 1996",282,24,75,18617,Angola,Lens,"1,85 m","€6.00m Jun 3, 2025",M'Bala Nzola,6,2,Centre-Forward,https://www.transfermarkt.com/mbala-nzola/profil/spieler/354814,24,1,7,"1,634'"
19,11MANGMT,"Oct 24, 2005",34,4,6,1881,Sweden,Lens,"1,78 m","€5.00m Jun 3, 2025",Jeremy Agbonifo,2,0,Right Winger,https://www.transfermarkt.com/jeremy-agbonifo/profil/spieler/1057820,17,2,4,756'
34,One Team Football,"Oct 25, 1990",331,39,72,25752,France,Lens,"1,87 m","€2.00m Jun 3, 2025",Florian Sotoca,,,Centre-Forward,https://www.transfermarkt.com/florian-sotoca/profil/spieler/354726,34,2,1,"1,980'"
25,Wasserman,"Feb 15, 2000",173,11,63,10576,Republic,Lens,"1,84 m","€2.50m Jun 3, 2025",Goduine Koyalipou,7,1,Centre-Forward,https://www.transfermarkt.com/goduine-koyalipou/profil/spieler/525140,32,2,19,"2,226'"
24,All Iron Sports,"Feb 20, 2001",134,15,28,7993,Uruguay,Lens,"1,87 m","€5.00m Jun 3, 2025",Martín Satriano,1,0,Centre-Forward,https://www.transfermarkt.com/martin-satriano/profil/spieler/640109,7,-,-,81'
26,Footfeel ISM,"Nov 4, 1998",349,72,48,27811,Morocco,Paris SG,"1,81 m","€80.00m Jun 3, 2025",Achraf Hakimi,85,11,Right-Back,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,50,14,9,"4,255'"
24,,"May 30, 2001",80,7,,7188,Spain,Paris SG,"1,85 m","€3.00m Jun 3, 2025",Arnau Tenas,5,0,Goalkeeper,https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783,2,,,180'
17,,"Aug 10, 2007",23,1,3,1880,France,Paris SG U23,"1,80 m","€2.00m Jun 3, 2025",Axel Tape,2,0,Centre-Back,https://www.transfermarkt.com/axel-tape/profil/spieler/1077670,22,1,3,"1,879'"
19,VV Consulting,"May 15, 2006",70,13,10,5594,France,Paris SG,"1,68 m","€2.50m Jun 3, 2025",Yoram Zague,,,Right-Back,https://www.transfermarkt.com/yoram-zague/profil/spieler/1047097,11,1,2,723'
27,,"Apr 2, 1998",234,12,,21025,Switzerland,Monaco,"1,90 m","€5.00m Jun 3, 2025",Philipp Köhn,0,0,Goalkeeper,https://www.transfermarkt.com/philipp-kohn/profil/spieler/251322,23,,,"2,070'"
25,ROOF,"Nov 16, 1999",233,13,,20950,Poland,Monaco,"1,93 m","€6.00m Jun 3, 2025",Radoslaw Majecki,1,0,Goalkeeper,https://www.transfermarkt.com/radoslaw-majecki/profil/spieler/346546,23,,,"2,070'"
24,,"Dec 25, 2000",200,17,14,14865,d'Ivoire,Monaco,"1,90 m","€25.00m Jun 3, 2025",Wilfried Singo,23,0,Centre-Back,https://www.transfermarkt.com/wilfried-singo/profil/spieler/648779,35,3,3,"2,699'"
20,,"Jun 22, 2005",54,1,11,3537,France,Monaco U21,,"€500k Jun 3, 2025",Lucas Michal,10,4,Left Winger,https://www.transfermarkt.com/lucas-michal/profil/spieler/810909,19,-,1,751'
21,Wasserman,"Jan 1, 2004",78,13,4,5520,Senegal,Monaco,"1,73 m","€22.00m Jun 3, 2025",Lamine Camara,23,6,Central Midfield,https://www.transfermarkt.com/lamine-camara/profil/spieler/918969,40,7,2,"2,783'"
20,,"Feb 16, 2005",91,9,22,4746,Morocco,Monaco,"1,78 m","€28.00m Jun 3, 2025",Eliesse Ben Seghir,11,3,Left Winger,https://www.transfermarkt.com/eliesse-ben-seghir/profil/spieler/810895,46,4,9,"2,509'"
26,Wasserman,"Feb 25, 1999",243,25,36,14626,Senegal,Monaco,"1,75 m","€7.00m Jun 3, 2025",Krépin Diatta,,,Right Winger,https://www.transfermarkt.com/krepin-diatta/profil/spieler/490426,24,-,-,713'
31,,"May 12, 1994",122,3,,10374,France,LOSC Lille,"1,92 m","€100k Jun 3, 2025",Marc-Aurèle Caillard,1,0,Goalkeeper,https://www.transfermarkt.com/marc-aurele-caillard/profil/spieler/205465,-,,,0'
25,Roc Nation Sports,"Aug 9, 1999",152,2,8,12523,Brazil,LOSC Lille,"1,91 m","€20.00m Jun 3, 2025",Alexsandro,2,0,Centre-Back,https://www.transfermarkt.com/alexsandro/profil/spieler/648020,,,,
26,,"Apr 29, 1999",313,18,33,18320,Sweden,LOSC Lille,"1,80 m","€7.00m Jun 3, 2025",Gabriel Gudmundsson,15,0,Left-Back,https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108,45,1,2,"2,683'"
26,SP,"Jan 26, 1999",189,2,6,14319,Argentina,Marseille,"1,87 m","€20.00m Jun 3, 2025",Leonardo Balerdi,,,Centre-Back,https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998,29,-,-,"2,456'"
22,Gestifute,"Jul 23, 2002",123,12,5,8652,Portugal,LOSC Lille,"1,75 m","€15.00m Jun 3, 2025",Tiago Santos,0,0,Right-Back,https://www.transfermarkt.com/tiago-santos/profil/spieler/816580,13,1,1,869'
29,,"Jul 25, 1995",188,21,,16489,Spain,Marseille,"1,88 m","€1.00m Jun 3, 2025",Rubén Blanco,2,0,Goalkeeper,https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321,,,,
27,Axia Sports ...,"Nov 25, 1997",204,4,11,16571,Canada,Marseille,"1,87 m","€5.00m Jun 3, 2025",Derek Cornelius,,,Centre-Back,https://www.transfermarkt.com/derek-cornelius/profil/spieler/328609,23,-,-,"1,522'"
23,One Team Football,"May 16, 2002",140,12,5,9925,France,Marseille,"1,74 m","€15.00m Jun 3, 2025",Quentin Merlin,17,1,Left-Back,https://www.transfermarkt.com/quentin-merlin/profil/spieler/557613,29,3,1,"1,713'"
27,,"Dec 1, 1997",323,24,14,22111,Algeria,Marseille,"1,75 m","€15.00m Jun 3, 2025",Ismaël Bennacer,,,Defensive Midfield,https://www.transfermarkt.com/ismael-bennacer/profil/spieler/351816,20,3,-,"1,081'"
30,,"Aug 8, 1994",371,6,32,31224,Congo,Marseille,"1,82 m","€2.00m Jun 3, 2025",Chancel Mbemba,85,6,Centre-Back,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348,,,,
32,Sport Cover,"Feb 15, 1993",464,22,16,31811,Republic,Marseille,"1,88 m","€7.00m Jun 3, 2025",Geoffrey Kondogbia,19,3,Defensive Midfield,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,26,-,-,"2,096'"
24,Aneke/PMG,"Jul 1, 2000",181,19,61,10794,Cameroon,Marseille,"1,85 m","€5.00m Jun 3, 2025",Faris Moumbagna,9,0,Centre-Forward,https://www.transfermarkt.com/faris-moumbagna/profil/spieler/599663,1,-,-,8'
28,Sport Cover,"Jun 18, 1997",275,44,25,17805,Morocco,Marseille,"1,80 m","€8.00m Jun 3, 2025",Amine Harit,24,1,Attacking Midfield,https://www.transfermarkt.com/amine-harit/profil/spieler/372711,13,5,2,522'
30,,"Dec 7, 1994",369,24,17,27788,France,Marseille,"1,72 m","€9.00m Jun 3, 2025",Valentin Rongier,,,Central Midfield,https://www.transfermarkt.com/valentin-rongier/profil/spieler/332889,,,,
23,,"May 16, 2002",161,34,39,10791,Sweden,R. Strasbourg,"1,78 m","€18.00m Jun 3, 2025",Sebastian Nanasi,8,3,Left Midfield,https://www.transfermarkt.com/sebastian-nanasi/profil/spieler/579928,37,5,9,"2,526'"
21,,"Jul 24, 2003",124,2,3,9284,France,R. Strasbourg,"1,83 m","€18.00m Jun 3, 2025",Ismaël Doukouré,11,0,Centre-Back,https://www.transfermarkt.com/ismael-doukoure/profil/spieler/786436,32,1,1,"2,737'"
20,Gestifute,"Aug 6, 2004",117,18,17,6827,Belgium,R. Strasbourg,"1,79 m","€18.00m Jun 3, 2025",Diego Moreira,0,0,Left Midfield,https://www.transfermarkt.com/diego-moreira/profil/spieler/655006,,,,
19,GRINTA,"Jun 15, 2006",15,,1,572,Senegal,R. Strasbourg,"1,93 m","€800k Jun 3, 2025",Pape Diong,3,0,Defensive Midfield,https://www.transfermarkt.com/pape-diong/profil/spieler/1183575,,,,
19,ROGON,"Oct 22, 2005",67,2,12,4325,d'Ivoire,R. Strasbourg,"1,80 m","€1.20m Jun 3, 2025",Abdoul Ouattara,,,Right Winger,https://www.transfermarkt.com/abdoul-ouattara/profil/spieler/991487,,,,
23,Epic Dion,"Dec 20, 2001",79,2,28,3627,d'Ivoire,R. Strasbourg,"1,75 m","€1.00m Jun 3, 2025",Moïse Sahi Dion,1,1,Centre-Forward,https://www.transfermarkt.com/moise-sahi-dion/profil/spieler/880330,,,,
30,Scuderia,"Mar 9, 1995",424,13,22,31752,France,OGC Nice,"1,83 m","€7.00m Jun 3, 2025",Baptiste Santamaria,3,0,Defensive Midfield,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323,25,2,-,"1,504'"
22,,"May 4, 2003",94,2,8,5840,France,OGC Nice,"1,78 m","€2.50m Jun 3, 2025",Tom Louchet,2,0,Right Midfield,https://www.transfermarkt.com/tom-louchet/profil/spieler/750904,31,-,2,"1,440'"
36,,"Sep 23, 1988",172,9,,15335,Republic,Stade Rennais,"1,86 m","€100k Jun 3, 2025",Geoffrey Lembet,38,0,Goalkeeper,https://www.transfermarkt.com/geoffrey-lembet/profil/spieler/72414,,,,
23,,"Jul 1, 2001",213,23,42,11568,d'Ivoire,OGC Nice,"1,88 m","€25.00m Jun 3, 2025",Evann Guessand,8,1,Centre-Forward,https://www.transfermarkt.com/evann-guessand/profil/spieler/500689,42,10,13,"3,075'"
31,SEG,"Jan 9, 1994",417,35,18,31718,Netherlands,Stade Rennais,"1,87 m","€2.50m Jun 3, 2025",Hans Hateboer,13,0,Right-Back,https://www.transfermarkt.com/hans-hateboer/profil/spieler/275303,28,-,-,"1,860'"
