age,agent,birth_date,career_stats_career_appearances,career_stats_career_assists,career_stats_career_goals,career_stats_career_minutes,citizenship,club,height,market_value,name,national_caps,national_goals,position,profile_url,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes
36,,"Aug 3, 1988",451,27,,40481,Germany,Bayern Munich,"1,92 m","€500k Jun 5, 2025",Sven Ulreich,0,0,Goalkeeper,https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680,2,,,135'
26,,"Oct 27, 1998",345,14,10,27718,France,Bayern Munich,"1,86 m","€50.00m Jun 5, 2025",Dayot Upamecano,30,2,Centre-Back,https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,35,1,2,"2,980'"
28,,"Nov 15, 1996",300,5,10,25285,South,Bayern Munich,"1,90 m","€40.00m Jun 5, 2025",Min-jae Kim,69,4,Centre-Back,https://www.transfermarkt.com/min-jae-kim/profil/spieler/503482,43,-,3,"3,593'"
29,,"Feb 11, 1996",513,17,22,43825,Germany,Bayern Munich,"1,95 m","€30.00m Jun 5, 2025",Jonathan Tah,37,0,Centre-Back,https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357,51,2,4,"4,579'"
24,,"Jul 10, 2000",142,5,2,12747,Israel,Bayern Munich,"1,90 m","€3.00m Jun 5, 2025",Daniel Peretz,7,0,Goalkeeper,https://www.transfermarkt.com/daniel-peretz/profil/spieler/468539,6,,,521'
21,ROOF,"Aug 8, 2003",139,6,,12448,Germany,Bayern Munich,"1,89 m","€12.00m Jun 5, 2025",Jonas Urbig,8,0,Goalkeeper,https://www.transfermarkt.com/jonas-urbig/profil/spieler/607720,,,,
39,PRO Profil GmbH,"Mar 27, 1986",818,23,,73656,Germany,Bayern Munich,"1,93 m","€4.00m Jun 5, 2025",Manuel Neuer,124,0,Goalkeeper,https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,37,,,"3,180'"
24,ATG Sports,"Nov 2, 2000",326,51,28,22824,Canada,Bayern Munich,"1,83 m","€50.00m Jun 5, 2025",Alphonso Davies,58,15,Left-Back,https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204,31,4,3,"2,416'"
20,11WINS,"Feb 28, 2005",43,1,2,3318,Germany,Bayern Munich,"1,88 m","€500k Jun 5, 2025",Tarek Buchmann,0,0,Centre-Back,https://www.transfermarkt.com/tarek-buchmann/profil/spieler/744729,2,-,-,66'
26,,"May 12, 1999",177,7,7,13832,Japan,Bayern Munich,"1,88 m","€25.00m Jun 5, 2025",Hiroki Ito,21,1,Centre-Back,https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892,8,-,1,282'
31,,"Jan 15, 1994",475,18,19,38385,England,Bayern Munich,"1,91 m","€8.00m Jun 5, 2025",Eric Dier,49,3,Centre-Back,https://www.transfermarkt.com/eric-dier/profil/spieler/175722,28,1,3,"1,833'"
31,Wasserman,"Dec 22, 1993",495,65,63,37790,Portugal,Bayern Munich,"1,70 m","€8.00m Jun 5, 2025",Raphaël Guerreiro,65,4,Left-Back,https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,36,3,5,"2,356'"
28,ROOF,"May 27, 1997",398,36,29,26785,Austria,Bayern Munich,"1,80 m","€25.00m Jun 5, 2025",Konrad Laimer,49,5,Right-Back,https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,43,3,3,"2,730'"
24,CAA Stellar,"Sep 13, 2000",171,11,8,13316,France,Bayern Munich,"1,78 m","€18.00m Jun 5, 2025",Sacha Boey,0,0,Right-Back,https://www.transfermarkt.com/sacha-boey/profil/spieler/475413,18,4,1,804'
25,,"Apr 2, 2000",199,13,8,12934,Croatia,Bayern Munich,"1,87 m","€32.00m Jun 5, 2025",Josip Stanisic,,,Right-Back,https://www.transfermarkt.com/josip-stanisic/profil/spieler/483046,23,2,-,"1,556'"
19,Footfeel ISM,"Jun 2, 2006",72,9,7,4956,Morocco,Bayern Munich,"1,78 m","€4.00m Jun 9, 2025",Adam Aznou,3,0,Left-Back,https://www.transfermarkt.com/adam-aznou/profil/spieler/938146,29,2,2,"1,934'"
21,,"May 3, 2004",100,7,6,6650,Germany,Bayern Munich,"1,88 m","€55.00m Jun 5, 2025",Aleksandar Pavlovic,5,1,Defensive Midfield,https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,30,1,1,"1,967'"
18,,"Jan 10, 2007",41,7,2,3181,Portugal,FC Bayern U19,,,David Santos Daiber,4,0,Defensive Midfield,https://www.transfermarkt.com/david-santos-daiber/profil/spieler/1118495,17,1,-,"1,321'"
30,,"Feb 8, 1995",557,132,57,44777,Germany,Bayern Munich,"1,77 m","€45.00m Jun 5, 2025",Joshua Kimmich,101,8,Defensive Midfield,https://www.transfermarkt.com/joshua-kimmich/profil/spieler/161056,52,12,3,"4,557'"
30,ROOF,"Feb 6, 1995",491,77,96,34857,Germany,Bayern Munich,"1,89 m","€22.00m Jun 5, 2025",Leon Goretzka,,,Central Midfield,https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084,41,2,5,"2,316'"
19,Sports360 GmbH,"Jun 28, 2005",118,21,26,7769,Germany,Bayern Munich,"1,76 m","€30.00m Jun 5, 2025",Tom Bischof,1,0,Central Midfield,https://www.transfermarkt.com/tom-bischof/profil/spieler/822959,41,3,6,"3,291'"
29,,"Jul 9, 1995",342,5,23,24596,Portugal,Bayern Munich,"1,90 m","€30.00m Jun 5, 2025",João Palhinha,34,2,Defensive Midfield,https://www.transfermarkt.com/joao-palhinha/profil/spieler/257455,24,-,-,941'
22,11WINS,"Feb 26, 2003",,,,,Germany,Bayern Munich,"1,84 m","€140.00m Jun 5, 2025",Jamal Musiala,40,8,Attacking Midfield,https://www.transfermarkt.com/jamal-musiala/profil/spieler/580195,42,8,21,"2,925'"
29,ROOF,"Jul 14, 1995",413,81,134,25323,Germany,Bayern Munich,"1,76 m","€22.00m Jun 5, 2025",Serge Gnabry,51,22,Left Winger,https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471,44,9,7,"2,070'"
23,,"Dec 12, 2001",250,67,51,17058,France,Bayern Munich,"1,84 m","€100.00m Jun 5, 2025",Michael Olise,8,2,Right Winger,https://www.transfermarkt.com/michael-olise/profil/spieler/566723,52,23,20,"3,617'"
29,,"Jan 11, 1996",497,125,133,31854,Germany,Bayern Munich,"1,83 m","€32.00m Jun 5, 2025",Leroy Sané,70,14,Right Winger,https://www.transfermarkt.com/leroy-sane/profil/spieler/192565,46,6,13,"2,399'"
35,,"Sep 13, 1989",841,281,292,60479,Germany,Bayern Munich,"1,85 m","€6.00m Jun 5, 2025",Thomas Müller,131,45,Second Striker,https://www.transfermarkt.com/thomas-muller/profil/spieler/58358,46,8,8,"1,820'"
29,,"Jun 13, 1996",369,73,74,21435,France,Bayern Munich,"1,81 m","€30.00m Jun 5, 2025",Kingsley Coman,58,8,Left Winger,https://www.transfermarkt.com/kingsley-coman/profil/spieler/243714,43,6,9,"1,951'"
21,,"Dec 1, 2003",129,16,38,7053,Croatia,Bayern Munich,"1,80 m","€3.00m Jun 5, 2025",Gabriel Vidovic,21,2,Second Striker,https://www.transfermarkt.com/gabriel-vidovic/profil/spieler/604327,6,-,-,70'
31,Dirk Hebel,"Jul 28, 1993",182,3,,16223,Germany,B. Leverkusen,"1,86 m","€250k Jun 5, 2025",Niklas Lomb,,,Goalkeeper,https://www.transfermarkt.com/niklas-lomb/profil/spieler/85543,-,,,0'
35,,"Nov 24, 1989",567,20,,51086,Finland,B. Leverkusen,"1,92 m","€2.00m Jun 5, 2025",Lukas Hradecky,,,Goalkeeper,https://www.transfermarkt.com/lukas-hradecky/profil/spieler/48015,35,,,"3,150'"
31,,"Jul 28, 1993",607,105,390,47426,England,Bayern Munich,"1,88 m","€75.00m Jun 5, 2025",Harry Kane,107,73,Centre-Forward,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,,,,
23,AS1,"Jan 9, 2002",194,5,7,14786,Ecuador,B. Leverkusen,"1,84 m","€50.00m Jun 5, 2025",Piero Hincapié,46,3,Centre-Back,https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813,45,2,3,"3,787'"
20,,"Apr 26, 2005",20,,,1703,Germany,B. Leverkusen,,,Luca Novodomsky,0,0,Goalkeeper,https://www.transfermarkt.com/luca-novodomsky/profil/spieler/810826,,,,
25,SPORT INVEST,"May 17, 2000",156,7,,14100,Republic,B. Leverkusen,"1,96 m","€5.00m Jun 5, 2025",Matej Kovar,13,0,Goalkeeper,https://www.transfermarkt.com/matej-kovar/profil/spieler/550829,15,,,"1,380'"
29,Wasserman,"Sep 20, 1995",494,111,49,41495,Spain,B. Leverkusen,"1,71 m","€30.00m Jun 5, 2025",Alejandro Grimaldo,10,0,Left-Back,https://www.transfermarkt.com/alejandro-grimaldo/profil/spieler/193082,48,13,4,"3,869'"
20,One Team Football,"Feb 17, 2005",74,1,,5059,France,B. Leverkusen,"1,82 m","€15.00m Jun 5, 2025",Jeanuël Belocian,3,0,Centre-Back,https://www.transfermarkt.com/jeanuel-belocian/profil/spieler/919515,9,-,-,251'
30,,"Jun 18, 1995",324,12,16,26150,Spain,B. Leverkusen,"1,84 m","€7.00m Jun 5, 2025",Mario Hermoso,5,0,Centre-Back,https://www.transfermarkt.com/mario-hermoso/profil/spieler/281769,20,-,1,"1,062'"
24,Prolific Sports ...,"Dec 10, 2000",309,59,36,23478,Netherlands,B. Leverkusen,"1,72 m","€50.00m Jun 5, 2025",Jeremie Frimpong,13,1,Right-Back,https://www.transfermarkt.com/jeremie-frimpong/profil/spieler/484547,48,12,5,"3,457'"
22,Roc Nation Sports,"Mar 17, 2003",61,5,,2685,Brazil,B. Leverkusen,"1,74 m","€7.00m Jun 5, 2025",Arthur,,,Right-Back,https://www.transfermarkt.com/arthur/profil/spieler/977464,28,1,-,"1,012'"
26,,"Feb 2, 1999",288,7,23,23889,Faso,B. Leverkusen,"1,94 m","€35.00m Jun 5, 2025",Edmond Tapsoba,,,Centre-Back,https://www.transfermarkt.com/edmond-tapsoba/profil/spieler/564545,,,,
27,Sport Cover,"Nov 1, 1997",313,19,14,21821,France,B. Leverkusen,"1,87 m","€10.00m Jun 5, 2025",Nordi Mukiele,1,0,Right-Back,https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026,24,1,2,"1,582'"
26,Eleven Talent Group,"Oct 5, 1998",247,27,25,15329,Argentina,B. Leverkusen,"1,78 m","€40.00m Jun 5, 2025",Exequiel Palacios,36,0,Central Midfield,https://www.transfermarkt.com/exequiel-palacios/profil/spieler/401578,,,,
25,CAA Stellar,"Jul 5, 1999",227,30,46,12025,Nigeria,B. Leverkusen,"1,73 m","€15.00m Jun 5, 2025",Nathan Tella,2,0,Right Midfield,https://www.transfermarkt.com/nathan-tella/profil/spieler/340322,40,5,4,"2,004'"
27,,"Jun 28, 1997",299,31,22,19970,Spain,B. Leverkusen,"1,73 m","€20.00m Jun 5, 2025",Aleix García,5,0,Central Midfield,https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,42,4,5,"2,119'"
30,,"Sep 22, 1994",441,33,63,31986,Germany,B. Leverkusen,"1,87 m","€9.00m Jun 5, 2025",Robert Andrich,18,0,Defensive Midfield,https://www.transfermarkt.com/robert-andrich/profil/spieler/159088,35,2,2,"2,169'"
32,Signature - ISCM AG,"Sep 27, 1992",649,53,55,51659,Switzerland,B. Leverkusen,"1,86 m","€12.00m Jun 5, 2025",Granit Xhaka,137,14,Defensive Midfield,https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455,49,7,2,"4,185'"
28,Universal Twenty Two,"Dec 25, 1996",349,64,55,22014,Argentina,B. Leverkusen,"1,72 m","€15.00m Jun 5, 2025",Emiliano Buendía,1,0,Attacking Midfield,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,34,-,5,786'
22,,"May 3, 2003",,,,,Germany,B. Leverkusen,"1,77 m","€140.00m Jun 5, 2025",Florian Wirtz,31,7,Attacking Midfield,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,45,15,16,"3,392'"
32,,"Jul 14, 1992",493,99,107,32519,Germany,B. Leverkusen,"1,76 m","€2.00m Jun 5, 2025",Jonas Hofmann,23,4,Attacking Midfield,https://www.transfermarkt.com/jonas-hofmann/profil/spieler/7161,17,2,3,651'
28,FAIR SPORT MNG,"Mar 4, 1997",295,32,80,18119,France,B. Leverkusen,"1,84 m","€17.00m Jun 5, 2025",Martin Terrier,13,7,Left Winger,https://www.transfermarkt.com/martin-terrier/profil/spieler/442891,20,2,2,722'
24,Aneke/PMG,"Dec 23, 2000",179,30,72,9877,Nigeria,B. Leverkusen,"1,90 m","€40.00m Jun 5, 2025",Victor Boniface,13,1,Centre-Forward,https://www.transfermarkt.com/victor-boniface/profil/spieler/656681,27,2,11,"1,387'"
29,,"Jan 24, 1996",329,25,122,18766,Republic,B. Leverkusen,"1,91 m","€27.00m Jun 5, 2025",Patrik Schick,46,24,Centre-Forward,https://www.transfermarkt.com/patrik-schick/profil/spieler/242086,45,1,27,"2,505'"
25,Concept Sport Agency,"May 10, 2000",213,32,36,12368,Morocco,B. Leverkusen,"1,80 m","€18.00m Jun 5, 2025",Amine Adli,15,1,Left Winger,https://www.transfermarkt.com/amine-adli/profil/spieler/532776,,,,
34,,"Apr 13, 1991",275,7,,24526,Germany,Bor. Dortmund,"1,95 m","€800k Jun 5, 2025",Alexander Meyer,,,Goalkeeper,https://www.transfermarkt.com/alexander-meyer/profil/spieler/76158,4,,,315'
19,Hernan Berman,"Jan 6, 2006",33,1,13,2155,Argentina,B. Leverkusen,"1,79 m","€800k Jun 5, 2025",Alejo Sarco,0,0,Centre-Forward,https://www.transfermarkt.com/alejo-sarco/profil/spieler/1000675,4,-,-,291'
27,SBE Management AG,"Dec 6, 1997",335,3,,29860,Switzerland,Bor. Dortmund,"1,96 m","€40.00m Jun 5, 2025",Gregor Kobel,13,0,Goalkeeper,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,49,,,"4,395'"
24,SEG,"May 25, 2001",196,10,,17624,Germany,Bor. Dortmund,"1,90 m","€800k Jun 11, 2025",Marcel Lotka,2,0,Goalkeeper,https://www.transfermarkt.com/marcel-lotka/profil/spieler/453737,26,,,"2,340'"
21,,"Nov 19, 2003",73,5,,6591,Germany,Bor. Dortmund,"1,98 m","€200k Jun 11, 2025",Silas Ostrzinski,0,0,Goalkeeper,https://www.transfermarkt.com/silas-ostrzinski/profil/spieler/684116,12,,,"1,080'"
28,,"Jul 20, 1996",394,16,22,33684,Germany,Bor. Dortmund,"1,89 m","€18.00m Jun 5, 2025",Waldemar Anton,8,0,Centre-Back,https://www.transfermarkt.com/waldemar-anton/profil/spieler/193004,39,3,3,"2,808'"
21,Epic Coulibaly,"Oct 14, 2003",99,1,,7244,France,Bor. Dortmund,"1,91 m","€8.00m Jun 3, 2025",Soumaïla Coulibaly,4,0,Centre-Back,https://www.transfermarkt.com/soumaila-coulibaly/profil/spieler/659513,,,,
23,KSM AGENCY,"Feb 12, 2002",198,25,11,13750,Sweden,Bor. Dortmund,"1,83 m","€12.00m Jun 5, 2025",Daniel Svensson,,,Left-Back,https://www.transfermarkt.com/daniel-svensson/profil/spieler/579287,37,6,1,"3,006'"
29,Sports360 GmbH,"Sep 3, 1995",433,14,22,33421,Germany,Bor. Dortmund,"1,95 m","€8.00m Jun 5, 2025",Niklas Süle,49,1,Centre-Back,https://www.transfermarkt.com/niklas-sule/profil/spieler/166601,23,-,-,"1,604'"
25,Robert Schneider,"Dec 1, 1999",298,24,30,24742,Germany,Bor. Dortmund,"1,91 m","€40.00m Jun 5, 2025",Nico Schlotterbeck,20,0,Centre-Back,https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198,37,6,-,"3,274'"
20,,"Mar 8, 2005",66,2,2,4785,Italy,Bor. Dortmund,"1,88 m","€600k Jun 11, 2025",Filippo Mané,3,0,Centre-Back,https://www.transfermarkt.com/filippo-mane/profil/spieler/883007,6,-,-,273'
31,ISM Int. Soccer ...,"Jan 12, 1994",536,30,50,40607,Germany,Bor. Dortmund,"1,86 m","€7.00m Jun 5, 2025",Emre Can,48,2,Defensive Midfield,https://www.transfermarkt.com/emre-can/profil/spieler/119296,45,2,6,"3,221'"
30,,"Apr 16, 1995",338,18,36,25565,Algeria,Bor. Dortmund,"1,87 m","€7.00m Jun 5, 2025",Ramy Bensebaini,68,7,Left-Back,https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732,46,7,3,"3,066'"
19,,"Jun 6, 2006",77,6,9,5490,Germany,Bor. Dortmund,"1,86 m","€1.00m Jun 5, 2025",Almugera Kabar,12,1,Left-Back,https://www.transfermarkt.com/almugera-kabar/profil/spieler/884820,25,1,1,"1,577'"
23,CAA Stellar,"Jun 3, 2002",171,22,6,10245,Brazil,Bor. Dortmund,"1,68 m","€20.00m Jun 5, 2025",Yan Couto,,,Right-Back,https://www.transfermarkt.com/yan-couto/profil/spieler/627228,32,1,-,"1,240'"
27,,"Nov 17, 1997",275,12,17,18598,Norway,Bor. Dortmund,"1,83 m","€20.00m Jun 5, 2025",Julian Ryerson,34,1,Right-Back,https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789,44,4,2,"3,380'"
27,Dirk Hebel,"Jan 11, 1998",341,23,42,22405,Türkiye,Bor. Dortmund,"1,83 m","€4.00m Jun 5, 2025",Salih Özcan,23,0,Defensive Midfield,https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940,26,-,-,790'
19,,"Sep 23, 2005",143,5,17,10360,England,Bor. Dortmund,"1,91 m","€22.00m May 27, 2025",Jobe Bellingham,4,0,Central Midfield,https://www.transfermarkt.com/jobe-bellingham/profil/spieler/796297,45,3,5,"3,922'"
21,,"Oct 20, 2003",120,14,16,5848,England,Bor. Dortmund,"1,88 m","€18.00m Jun 5, 2025",Carney Chukwuemeka,0,0,Central Midfield,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459,20,-,1,491'
31,ROGON,"Mar 17, 1994",599,91,141,42454,Austria,Bor. Dortmund,"1,78 m","€8.00m Jun 5, 2025",Marcel Sabitzer,89,21,Central Midfield,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,41,-,1,"2,676'"
34,Excellence Sport,"Jun 15, 1991",614,123,96,48151,Germany,Bor. Dortmund,"1,81 m","€5.00m Jun 5, 2025",Pascal Groß,15,1,Central Midfield,https://www.transfermarkt.com/pascal-gross/profil/spieler/82873,47,15,1,"3,613'"
24,,"Oct 10, 2000",206,27,38,11883,Germany,Bor. Dortmund,"1,90 m","€28.00m Jun 5, 2025",Felix Nmecha,4,1,Central Midfield,https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640,38,3,6,"2,344'"
19,CAA Stellar,"Feb 16, 2006",96,24,27,7210,Germany,Bor. Dortmund,"1,84 m","€2.50m Jun 11, 2025",Kjell Wätjen,7,2,Central Midfield,https://www.transfermarkt.com/kjell-watjen/profil/spieler/884810,27,1,7,"1,862'"
20,,"Aug 8, 2004",129,19,29,6408,England,Bor. Dortmund,"1,78 m","€50.00m Jun 5, 2025",Jamie Gittens,11,1,Left Winger,https://www.transfermarkt.com/jamie-gittens/profil/spieler/670882,49,5,12,"2,803'"
29,,"May 2, 1996",546,144,124,36507,Germany,Bor. Dortmund,"1,85 m","€25.00m Jun 5, 2025",Julian Brandt,48,3,Attacking Midfield,https://www.transfermarkt.com/julian-brandt/profil/spieler/187492,,,,
22,ROOF,"Nov 13, 2002",172,28,27,7359,States,Bor. Dortmund,"1,85 m","€7.00m Jun 5, 2025",Giovanni Reyna,32,8,Attacking Midfield,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215,25,1,2,615'
19,,"May 5, 2006",47,6,3,1604,Belgium,Bor. Dortmund,"1,73 m","€8.50m Jun 5, 2025",Julien Duranville,3,1,Left Winger,https://www.transfermarkt.com/julien-duranville/profil/spieler/819215,24,2,1,708'
16,Is known - player U18,"May 21, 2009",30,6,10,1916,States,B. Dortmund U19,,,Mathis Albert,4,2,Left Winger,https://www.transfermarkt.com/mathis-albert/profil/spieler/1193849,30,6,10,"1,916'"
35,,"May 6, 1990",518,8,,46010,Hungary,RB Leipzig,"1,93 m","€2.00m Jun 5, 2025",Péter Gulácsi,58,0,Goalkeeper,https://www.transfermarkt.com/peter-gulacsi/profil/spieler/57071,37,,,"3,262'"
23,ROOF,"Jan 18, 2002",270,57,97,16015,Germany,Bor. Dortmund,"1,80 m","€45.00m Jun 5, 2025",Karim Adeyemi,8,1,Right Winger,https://www.transfermarkt.com/karim-adeyemi/profil/spieler/496094,38,9,12,"2,261'"
31,,"Apr 10, 1994",295,10,,26479,Germany,RB Leipzig,"1,82 m","€400k Jun 5, 2025",Leopold Zingerle,,,Goalkeeper,https://www.transfermarkt.com/leopold-zingerle/profil/spieler/160971,-,,,0'
22,11WINS,"Oct 17, 2002",230,29,84,15227,Germany,Bor. Dortmund,"1,85 m","€25.00m Jun 5, 2025",Maximilian Beier,4,0,Centre-Forward,https://www.transfermarkt.com/maximilian-beier/profil/spieler/578392,44,6,9,"2,345'"
29,,"Mar 12, 1996",347,25,150,21743,Guinea,Bor. Dortmund,"1,87 m","€45.00m Jun 5, 2025",Serhou Guirassy,22,9,Centre-Forward,https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541,47,9,35,"3,986'"
19,,"Feb 20, 2006",82,22,21,4760,States,Bor. Dortmund,"1,70 m","€1.50m Jun 11, 2025",Cole Campbell,2,1,Right Winger,https://www.transfermarkt.com/cole-campbell/profil/spieler/866579,23,3,3,"1,206'"
23,Wasserman,"Feb 26, 2002",184,,,16553,Belgium,RB Leipzig,"1,92 m","€8.00m Jun 5, 2025",Maarten Vandevoordt,0,0,Goalkeeper,https://www.transfermarkt.com/maarten-vandevoordt/profil/spieler/486046,12,,,968'
32,ROGON,"Nov 3, 1992",537,17,61,45512,Hungary,RB Leipzig,"1,86 m","€8.00m Jun 5, 2025",Willi Orbán,58,6,Centre-Back,https://www.transfermarkt.com/willi-orban/profil/spieler/93740,38,1,5,"3,394'"
22,BS Group ...,"Dec 17, 2002",158,,5,12322,France,RB Leipzig,"1,84 m","€40.00m Jun 5, 2025",Castello Lukeba,25,0,Centre-Back,https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472,31,-,-,"2,017'"
29,,"Jun 3, 1996",392,15,22,28723,Germany,RB Leipzig,"1,89 m","€8.00m Jun 5, 2025",Lukas Klostermann,22,0,Centre-Back,https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599,35,-,1,"2,037'"
27,ROOF,"Apr 22, 1998",342,76,41,25638,Germany,RB Leipzig,"1,81 m","€20.00m Jun 5, 2025",David Raum,28,0,Left-Back,https://www.transfermarkt.com/david-raum/profil/spieler/318204,29,6,1,"2,300'"
20,Gestifute,"May 16, 2005",92,1,3,5832,France,RB Leipzig,"1,96 m","€18.00m Jun 5, 2025",El Chadaille Bitshiabu,1,0,Centre-Back,https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912,,,,
28,Sports360 GmbH,"Feb 23, 1997",393,48,29,28583,Germany,RB Leipzig,"1,85 m","€15.00m Jun 5, 2025",Benjamin Henrichs,19,0,Right-Back,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,24,2,-,"1,613'"
20,TEAM VERMEEREN,"Feb 7, 2005",116,10,4,8587,Belgium,RB Leipzig,"1,80 m","€22.00m Jun 5, 2025",Arthur Vermeeren,5,0,Defensive Midfield,https://www.transfermarkt.com/arthur-vermeeren/profil/spieler/926694,39,2,-,"2,253'"
19,,"Dec 16, 2005",111,7,1,7915,Serbia,RB Leipzig,"1,84 m","€10.00m Jun 5, 2025",Kosta Nedeljkovic,7,0,Right-Back,https://www.transfermarkt.com/kosta-nedeljkovic/profil/spieler/848682,21,-,-,896'
24,Wasserman,"Jul 18, 2000",,,,,Netherlands,RB Leipzig,"1,84 m","€20.00m Jun 5, 2025",Lutsharel Geertruida,17,0,Right-Back,https://www.transfermarkt.com/lutsharel-geertruida/profil/spieler/420210,39,1,1,"2,808'"
27,ROOF,"Jan 31, 1998",336,35,31,19983,Mali,RB Leipzig,"1,78 m","€16.00m Jun 5, 2025",Amadou Haidara,45,2,Central Midfield,https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008,40,2,-,"2,106'"
24,YOU FIRST,"May 4, 2001",271,27,17,19543,Austria,RB Leipzig,"1,80 m","€18.00m Jun 5, 2025",Nicolas Seiwald,38,0,Central Midfield,https://www.transfermarkt.com/nicolas-seiwald/profil/spieler/404950,41,1,-,"2,756'"
27,Sports360 GmbH,"Apr 8, 1998",340,34,47,26153,Germany,RB Leipzig,"1,76 m","€9.00m Jun 5, 2025",Ridle Baku,4,1,Right-Back,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,,,,
25,YOU FIRST,"Aug 1, 1999",310,43,93,20064,Austria,RB Leipzig,"1,80 m","€12.00m Jun 5, 2025",Christoph Baumgartner,51,19,Attacking Midfield,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,43,2,5,"2,271'"
19,MR Sport Management ...,"May 9, 2006",58,16,19,3603,Germany,RB Leipzig,"1,91 m","€7.00m Jun 5, 2025",Assan Ouédraogo,6,0,Central Midfield,https://www.transfermarkt.com/assan-ouedraogo/profil/spieler/897424,5,-,-,70'
22,,"Apr 21, 2003",176,52,64,13380,Netherlands,RB Leipzig,"1,79 m","€70.00m Jun 5, 2025",Xavi Simons,28,5,Attacking Midfield,https://www.transfermarkt.com/xavi-simons/profil/spieler/566931,33,8,11,"2,763'"
27,ROOF,"Sep 28, 1997",346,45,32,25777,Austria,RB Leipzig,"1,74 m","€10.00m Jun 5, 2025",Xaver Schlager,45,4,Central Midfield,https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979,5,-,-,200'
34,MR Sport Management ...,"Oct 9, 1990",609,108,61,44451,Slovenia,RB Leipzig,"1,78 m","€2.50m Jun 5, 2025",Kevin Kampl,28,2,Central Midfield,https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418,34,-,1,"2,113'"
17,,"Nov 22, 2007",58,12,18,4195,Germany,RB Leipzig U19,"1,75 m","€350k Jun 5, 2025",Viggo Gebel,1,0,Attacking Midfield,https://www.transfermarkt.com/viggo-gebel/profil/spieler/1074526,22,2,4,"1,465'"
20,Aneke/PMG,"Apr 17, 2005",144,14,17,6922,Norway,RB Leipzig,"1,83 m","€28.00m Jun 5, 2025",Antonio Nusa,15,5,Left Winger,https://www.transfermarkt.com/antonio-nusa/profil/spieler/894914,40,8,5,"2,437'"
22,Pro transfer,"May 31, 2003",224,26,100,12686,Slovenia,RB Leipzig,"1,95 m","€70.00m Jun 5, 2025",Benjamin Sesko,41,16,Centre-Forward,https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442,45,6,21,"3,258'"
31,,"Jun 15, 1994",480,75,117,28605,Denmark,RB Leipzig,"1,92 m","€5.00m Jun 5, 2025",Yussuf Poulsen,87,14,Centre-Forward,https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635,29,-,5,604'
34,Sports360 GmbH,"Jul 8, 1990",582,27,,52157,Germany,E. Frankfurt,"1,89 m","€2.50m Jun 5, 2025",Kevin Trapp,9,0,Goalkeeper,https://www.transfermarkt.com/kevin-trapp/profil/spieler/45672,36,,,"3,195'"
18,,"Aug 8, 2006",98,4,19,5567,France,RB Leipzig,"1,83 m","€3.00m Jun 5, 2025",Tidiam Gomis,0,0,Left Winger,https://www.transfermarkt.com/tidiam-gomis/profil/spieler/955448,31,3,2,"1,287'"
